,Date,Price,Open,High,Low,Change,DATE,DAILY TONNAGE,Tonnage,Grade,RecoveryPct,Gold_Return,Cumulative_Tonnage,Recovery_MA7
173,2018-09-11,1199.5,1198.7,1198.9,1190.1,0.0019,2018-09-11,88,88,282.0,91.13475177304964,0.002423533344475981,21062,89.12777978044157
174,2018-09-18,1200.7,1202.8,1204.5,1199.6,-0.0022,2018-09-18,66,66,300.0,91.0,0.0010004168403501268,21128,89.49041714307894
175,2018-09-25,1202.5,1200.2,1204.6,1198.9,0.0007,2018-09-25,172,172,227.0,91.18942731277532,0.0014991255101191037,21300,89.76433095185527
176,2018-10-02,1207.0,1192.7,1212.3,1192.2,0.0128,2018-10-02,154,154,265.0,92.45283018867924,0.003742203742203687,21454,90.66839213397009
177,2018-10-09,1191.5,1192.2,1195.8,1186.6,0.0024,2018-10-09,88,88,155.0,87.74193548387098,-0.012841756420878259,21542,90.12358926658658
178,2018-10-16,1231.0,1230.5,1235.9,1226.3,0.0006,2018-10-16,113,113,253.0,90.51383399209486,0.03315148971884185,21655,90.51769383105493
179,2018-10-23,1236.8,1225.1,1243.0,1224.5,0.01,2018-10-23,111,111,190.0,85.78947368421052,0.004711616571892785,21766,89.97460749066865
180,2018-10-30,1228.3,1228.3,1228.3,1228.3,0.0006,2018-10-30,116,116,151.0,82.11920529801324,-0.006872574385511032,21882,88.68667227994918
181,2019-01-03,1298.4,1293.5,1298.1,1289.7,0.0086,2019-01-03,123,123,217.0,89.86175115207374,0.05707074818855329,22005,88.52406530167399
182,2019-01-10,1290.8,1297.3,1300.9,1290.7,-0.0036,2019-01-10,172,172,153.0,82.35294117647058,-0.005853357979051288,22177,87.26171013934473
183,2019-01-17,1295.2,1295.8,1297.1,1291.8,-0.0011,2019-01-17,171,171,133.0,84.9624060150376,0.0034087387666563718,22348,86.19164954311022
184,2019-01-24,1282.3,1285.3,1286.5,1278.7,-0.0035,2019-01-24,104,104,166.0,81.32530120481928,-0.009959851760345972,22452,85.2749875032457
185,2019-01-31,1325.2,1325.4,1331.1,1322.2,0.0074,2019-01-31,69,69,147.0,80.95238095238095,0.03345550963113153,22521,83.90906564042942
186,2019-02-07,1314.2,1310.9,1315.8,1306.4,-0.0002,2019-02-07,161,161,249.0,88.1661572659072,-0.008300633866586193,22682,84.24859186638608
187,2019-02-14,1313.9,1309.6,1317.4,1304.7,-0.0009,2019-02-14,144,144,157.0,82.16560509554141,-0.00022827575711459325,22826,84.25522040889011
188,2019-02-21,1327.8,1341.7,1344.3,1323.3,-0.0149,2019-02-21,82,82,199.0,84.42211055276381,0.010579191719308767,22908,83.47812889470298
189,2019-02-28,1319.4,1327.8,1328.0,1318.1,-0.0042,2019-02-28,87,87,188.0,84.57446808510637,-0.006326253953908623,22995,83.79548988165094
190,2019-03-06,1290.8,1292.7,1294.6,1288.3,0.0023,2019-03-06,92,92,214.0,85.51401869158879,-0.02167651963013506,23087,83.87429169258682
191,2019-03-13,1312.5,1304.0,1314.5,1304.0,0.0087,2019-03-13,102,102,153.0,79.08496732026144,0.016811279826464354,23189,83.55424399479284
192,2019-03-20,1304.7,1309.0,1319.6,1301.5,-0.0037,2019-03-20,121,121,205.0,85.85365853658537,-0.005942857142857139,23310,84.25442650682206
193,2019-03-27,1313.9,1318.7,1322.0,1310.9,-0.0033,2019-03-27,145,145,148.0,87.16216216216216,0.007051429447382684,23455,84.11099863485848
194,2019-04-03,1295.3,1296.9,1299.0,1292.7,-0.0001,2019-04-03,159,159,215.0,84.18604651162791,-0.014156328487708425,23614,84.39963312287084
195,2019-04-10,1313.9,1308.2,1314.7,1304.7,0.0043,2019-04-10,95,95,218.0,88.9908256880734,0.014359607812862052,23709,85.05230671362935
196,2019-04-17,1276.8,1279.5,1282.1,1275.2,-0.0003,2019-04-17,114,114,137.0,75.91240875912408,-0.02823654768247208,23823,83.81486966706045
197,2019-04-24,1279.4,1274.4,1280.7,1270.5,0.0049,2019-04-24,73,73,220.0,87.27272727272727,0.002036340852130447,23896,84.06611375008023
198,2019-05-01,1287.2,1285.0,1290.4,1281.0,-0.0011,2019-05-01,131,131,184.0,87.5,0.006096607784899177,24027,85.26826127575717
199,2019-05-08,1284.4,1291.1,1295.0,1284.0,-0.0033,2019-05-08,146,146,173.0,82.65895953757226,-0.0021752641392168703,24173,84.81187570446959
200,2019-05-15,1300.5,1300.1,1304.0,1298.6,0.0012,2019-05-15,114,114,249.0,88.1661572659072,0.012535035814387863,24287,84.95530357643315
201,2019-05-22,1277.1,1276.1,1279.5,1275.5,0.0007,2019-05-22,87,87,166.0,89.1566265060241,-0.01799307958477514,24374,85.66538643277546
202,2019-05-29,1283.7,1281.8,1287.8,1281.4,0.0028,2019-05-29,166,166,137.0,85.40145985401459,0.0051679586563309066,24540,85.15261988505279
203,2019-06-05,1333.6,1330.2,1348.9,1329.3,0.0037,2019-06-05,151,151,130.0,86.15384615384616,0.03887201059437562,24691,86.61568237001309
204,2019-06-12,1336.8,1330.6,1342.3,1329.8,0.0042,2019-06-12,173,173,146.0,78.76712328767124,0.002399520095980767,24864,85.40059608643365
205,2019-06-19,1348.8,1350.4,1366.6,1344.8,-0.0014,2019-06-19,140,140,179.0,78.2122905027933,0.008976660682226134,25004,84.07378044397555
206,2019-06-26,1415.4,1427.2,1427.9,1405.0,-0.0023,2019-06-26,114,114,173.0,79.76878612716763,0.04937722419928825,25118,83.66089852820346
207,2019-07-03,1424.2,1435.0,1442.9,1418.2,0.0092,2019-07-03,113,113,220.0,85.45454545454545,0.006217323724742041,25231,83.27352541229463
208,2019-07-10,1415.8,1401.2,1423.8,1397.5,0.0085,2019-07-10,92,92,213.0,88.26291079812206,-0.005898048026962588,25323,83.1458517397372
209,2019-07-17,1427.2,1411.6,1431.8,1405.4,0.0086,2019-07-17,89,89,215.0,89.76744186046511,0.00805198474360802,25412,83.76956345494443
210,2019-07-24,1427.4,1421.3,1433.4,1420.9,0.0013,2019-07-24,129,129,206.0,83.98058252427184,0.00014013452914807267,25541,83.45909722214809
211,2019-07-31,1431.8,1437.6,1441.9,1416.5,-0.0028,2019-07-31,121,121,170.0,87.05882352941177,0.0030825276726915707,25662,84.64362582811103
212,2019-08-07,1513.2,1480.0,1516.2,1478.4,0.0236,2019-08-07,123,123,227.0,89.42731277533039,0.05685151557480106,25785,86.24577186704491
213,2019-08-14,1521.6,1506.6,1528.4,1499.0,0.0091,2019-08-14,102,102,249.0,91.96787148594376,0.0055511498810467685,25887,87.98849834687006
214,2019-08-21,1509.6,1511.6,1512.1,1500.5,-0.0001,2019-08-21,137,137,243.0,88.06584362139918,-0.007886435331230235,26024,88.36154094213488
215,2019-08-28,1542.8,1545.6,1550.2,1535.6,-0.0018,2019-08-28,162,162,244.0,90.98360655737704,0.02199258081611033,26186,88.75021176488558
216,2019-09-04,1557.2,1548.0,1561.9,1548.0,0.0028,2019-09-04,66,66,165.0,86.06060606060606,0.009333679025149033,26252,88.22066379347714
217,2019-09-11,1500.5,1493.5,1502.9,1493.5,0.0027,2019-09-11,137,137,231.0,91.34199134199136,-0.03641150783457492,26389,89.27229362457994
218,2019-09-18,1513.0,1506.2,1515.5,1489.8,0.0015,2019-09-18,164,164,179.0,86.03351955307262,0.008330556481172868,26553,89.12582162796005
219,2019-09-25,1508.9,1535.4,1538.9,1504.5,-0.018,2019-09-25,91,91,249.0,91.56626506024097,-0.0027098479841374257,26644,89.43138624009013
220,2019-10-02,1507.9,1485.4,1511.4,1480.5,0.0127,2019-10-02,173,173,249.0,88.1661572659072,-0.0006627344423090209,26817,88.88828420865634
221,2019-10-09,1512.8,1510.9,1518.0,1505.1,0.0059,2019-10-09,142,142,191.0,82.72251308900523,0.003249552357583285,26959,88.1249512754572
222,2019-10-16,1494.0,1484.8,1495.5,1480.6,0.0071,2019-10-16,74,74,187.0,86.63101604278076,-0.012427287149656241,27033,87.50315263051489
223,2019-10-23,1495.7,1491.1,1499.4,1490.7,0.0055,2019-10-23,120,120,193.0,87.04663212435233,0.0011378848728247348,27153,87.64401349676436
224,2019-10-30,1500.2,1500.2,1500.2,1500.2,0.0064,2019-10-30,133,133,181.0,86.74033149171271,0.0030086247242093744,27286,86.98663351815313
225,2020-03-02,1597.1,1593.8,1611.0,1580.0,0.0177,2020-03-02,169,169,238.0,74.36974789915966,0.06459138781495799,27455,85.32038042473698
226,2020-03-09,1677.4,1691.0,1704.3,1663.6,0.0019,2020-03-09,118,118,175.0,76.0,0.0502786300169058,27573,83.09662827327398
227,2020-03-16,1487.6,1573.6,1573.8,1453.6,-0.0202,2020-03-16,81,81,161.0,60.24844720496895,-0.11315130559198772,27654,79.10838397885423
228,2020-03-23,1570.2,1509.4,1572.2,1488.0,0.0563,2020-03-23,106,106,282.0,86.17021276595744,0.05552567894595328,27760,79.60091250413312
229,2020-03-30,1643.2,1663.4,1673.6,1632.0,0.0012,2020-03-30,151,151,288.0,81.94444444444444,0.046490892879887946,27911,78.93140227579936
230,2020-04-06,1693.9,1647.7,1715.8,1638.2,0.0293,2020-04-06,102,102,177.0,80.7909604519774,0.03085443037974689,28013,78.03773489403152
231,2020-04-13,1761.4,1742.3,1772.8,1724.2,0.0049,2020-04-13,107,107,249.0,77.10843373493977,0.0398488694728143,28120,76.66174950020681
232,2020-04-20,1711.2,1693.0,1718.4,1685.0,0.0073,2020-04-20,122,122,415.0,90.60240963855422,-0.028500056773021476,28242,78.98070117726317
233,2020-04-27,1723.8,1745.0,1745.8,1720.0,-0.0068,2020-04-27,164,164,401.0,86.28428927680798,0.0073632538569423645,28406,80.44988535966432
234,2020-05-04,1717.2,1710.9,1725.8,1710.9,0.0075,2020-05-04,69,69,181.0,79.00552486187846,-0.0038287504350852375,28475,83.12946788207996
235,2020-05-11,1704.6,1714.2,1717.2,1700.2,-0.0086,2020-05-11,94,94,244.0,77.04918032786885,-0.007337526205450806,28569,81.8264632480673
236,2020-05-18,1739.6,1766.9,1780.0,1737.2,-0.0124,2020-05-18,133,133,320.0,87.8125,0.020532676287692064,28702,82.66475689886094
237,2020-05-25,1705.6,1734.8,1737.2,1700.0,-0.0222,2020-05-25,74,74,220.0,82.72727272727273,-0.019544722924810354,28776,82.94137293818885
238,2020-06-01,1750.3,1749.8,1761.0,1737.6,-0.0008,2020-06-01,81,81,391.0,90.28132992327366,0.026207786116322795,28857,84.82321525080798
239,2020-06-08,1705.1,1686.7,1707.6,1680.7,0.0131,2020-06-08,130,130,406.0,86.45320197044335,-0.02582414443238301,28987,84.2304712982207
240,2020-06-15,1727.2,1740.7,1743.8,1706.2,-0.0058,2020-06-15,149,149,277.0,80.86642599277978,0.012961116650049842,29136,83.45649082907383
241,2020-06-22,1766.4,1765.8,1779.0,1753.5,0.0076,2020-06-22,129,129,292.0,84.93150684931507,0.022695692450208416,29265,84.30305968442192
242,2020-06-29,1785.9,1785.9,1785.9,1785.9,0.0031,2020-06-29,84,84,257.0,81.32295719844358,0.011039402173913082,29349,84.91359923736117
243,2020-07-01,1785.9,1803.3,1813.1,1773.7,-0.0107,2020-07-01,99,99,315.0,88.25396825396825,0.0,29448,84.9766661307852
244,2020-07-07,1815.8,1801.9,1815.9,1787.6,0.0093,2020-07-07,97,97,317.0,87.69716088328076,0.016742258805084287,29545,85.68665015307207
245,2020-07-14,1819.8,1811.5,1820.5,1800.2,-0.0005,2020-07-14,77,77,424.0,92.45283018867924,0.002202885780372199,29622,85.99686447670142
246,2020-07-21,1848.7,1823.6,1849.4,1822.5,0.0145,2020-07-21,108,108,400.0,84.5,0.015880866029233998,29730,85.71783562378096
247,2020-07-28,1949.9,1942.0,1980.1,1905.9,0.0071,2020-07-28,155,155,193.0,76.68393782383419,0.05474116947043872,29885,85.12033731393159
248,2020-08-04,2008.5,1981.7,2025.0,1971.0,0.0171,2020-08-04,80,80,167.0,76.04790419161677,0.03005282322170366,29965,83.85125121997469
249,2020-08-11,1938.9,2029.0,2031.0,1903.2,-0.045,2020-08-11,159,159,200.0,79.5,-0.03465272591486179,30124,83.59082876305418
250,2020-08-18,2004.8,1984.9,2016.6,1977.1,0.0075,2020-08-18,169,169,208.0,78.84615384615384,0.03398834390633865,30293,82.24685527622354
251,2020-08-25,1915.6,1927.8,1935.8,1912.0,-0.0082,2020-08-25,72,72,336.0,86.60714285714286,-0.04449321628092584,30365,82.0911384153467
252,2020-09-01,1974.8,1977.4,1978.7,1970.2,0.0002,2020-09-01,93,93,215.0,79.53488372093022,0.03090415535602431,30458,80.24571749138256
253,2020-09-08,1939.5,1937.4,1937.4,1909.0,-0.0019,2020-09-08,100,100,202.0,76.23762376237624,-0.01787522787117679,30558,79.06537802886487
254,2020-09-15,1961.9,1968.0,1975.0,1955.2,0.0016,2020-09-15,143,143,251.0,80.87649402390437,0.01154936839391607,30701,79.66431462887489
255,2020-09-22,1903.4,1916.2,1920.1,1896.8,-0.0015,2020-09-22,138,138,192.0,76.04166666666666,-0.029818033538916322,30839,79.66342355388203
256,2020-09-29,1903.2,1886.4,1904.8,1880.8,0.0136,2020-09-29,161,161,224.0,82.58928571428571,-0.00010507512871704705,31000,80.10475008449427
257,2020-10-06,1908.8,1917.8,1927.0,1878.2,-0.0059,2020-10-06,120,120,335.0,85.37313432835822,0.002942412778478287,31120,81.03717586766632
258,2020-10-13,1894.6,1927.3,1930.6,1889.3,-0.0178,2020-10-13,66,66,409.0,90.95354523227384,-0.007439228834870137,31186,81.65809049268503
259,2020-10-20,1915.4,1906.4,1917.6,1896.6,0.0019,2020-10-20,135,135,285.0,78.59649122807018,0.010978570674548882,31321,81.52403442227646
260,2020-10-27,1911.9,1904.4,1913.8,1898.7,0.0033,2020-10-27,145,145,247.0,76.11336032388664,-0.0018272945598830637,31466,81.50628250249223
261,2020-11-03,1914.0,1911.6,1913.9,1911.5,0.0097,2020-11-03,79,79,261.0,77.77777777777779,0.0010983838066844775,31545,81.06360875304559
262,2020-11-10,1881.2,1865.2,1890.4,1865.2,0.0113,2020-11-10,101,101,161.0,66.45962732919256,-0.01713688610240327,31646,79.69474599054927
263,2020-11-17,1888.8,1891.2,1894.0,1884.3,-0.0014,2020-11-17,102,102,373.0,89.54423592493298,0.004039974484371545,31748,80.68831030635603
264,2020-11-24,1808.1,1839.0,1840.2,1801.1,-0.0181,2020-11-24,99,99,318.0,80.50314465408806,-0.042725540025412956,31847,79.99259749574601
265,2020-12-01,1818.9,1780.3,1821.1,1778.4,0.0213,2020-12-01,69,69,189.0,67.72486772486772,0.0059731209556994624,31916,76.67421499468799
266,2020-12-08,1874.9,1866.1,1879.8,1863.9,0.0048,2020-12-08,98,98,317.0,88.32807570977917,0.03078783880367264,32014,78.06444134921784
267,2020-12-15,1855.3,1830.5,1859.3,1828.5,0.0127,2020-12-15,128,128,226.0,79.64601769911505,-0.010453890874180027,32142,78.56910668853618
268,2020-12-22,1870.3,1883.0,1889.4,1863.7,-0.0066,2020-12-22,173,173,181.0,74.58563535911603,0.008084945830862944,32315,78.11308634301308
269,2020-12-29,1882.9,1878.0,1891.3,1875.6,0.0013,2020-12-29,137,137,255.0,75.29411764705883,0.006736887130406988,32452,79.37515638842254
270,2021-01-12,1846.1,1849.3,1865.4,1839.7,-0.0036,2021-01-12,74,74,332.0,80.42168674698796,-0.019544319932019882,32526,78.07193507728755
271,2021-01-19,1842.0,1830.6,1846.0,1804.2,0.001,2021-01-19,99,99,242.0,85.53719008264463,-0.002220898109528191,32625,78.7910844242242
272,2021-01-26,1852.8,1856.0,1862.1,1849.0,-0.0022,2021-01-26,88,88,298.0,78.18791946308725,0.005863192182410382,32713,80.28580610111271
273,2021-02-02,1833.4,1863.6,1866.3,1830.4,-0.0164,2021-02-02,76,76,225.0,81.33333333333333,-0.010470639032815088,32789,79.28655719019187
274,2021-02-09,1837.5,1832.4,1849.5,1830.3,0.0018,2021-02-09,92,92,249.0,88.1661572659072,0.002236282317006566,32881,80.50371998544789
275,2021-02-16,1799.0,1826.0,1827.1,1788.1,0.0,2021-02-16,124,124,315.0,85.07936507936508,-0.020952380952380945,33005,82.00282423119776
276,2021-02-23,1805.9,1809.3,1815.2,1794.5,-0.0014,2021-02-23,100,100,382.0,93.19371727748693,0.00383546414674818,33105,84.55990989268749
277,2021-03-02,1735.1,1720.2,1737.3,1707.7,0.0062,2021-03-02,165,165,416.0,92.3076923076923,-0.039204828617310006,33270,86.25791068707382
278,2021-03-09,1718.5,1686.9,1719.1,1685.9,0.0232,2021-03-09,132,132,341.0,82.99120234604106,-0.00956717192092671,33402,85.89419815327331
279,2021-03-16,1732.2,1733.7,1741.3,1726.6,0.0009,2021-03-16,165,165,350.0,94.0,0.007972068664533039,33567,88.15306680140371
280,2021-03-23,1726.4,1740.4,1742.3,1724.6,-0.0075,2021-03-23,132,132,321.0,85.35825545171339,-0.0033483431474424785,33699,88.728055675458
281,2021-03-30,1686.0,1713.0,1714.8,1678.3,-0.0161,2021-03-30,123,123,323.0,89.78328173374614,-0.02340129749768305,33822,88.95907345657783
282,2021-04-07,1741.6,1744.4,1745.4,1731.2,-0.0008,2021-04-07,71,71,235.0,86.38297872340426,0.03297746144721225,33893,89.14530397715487
283,2021-04-14,1736.3,1746.4,1750.7,1732.3,-0.0065,2021-04-14,129,129,197.0,90.35532994923858,-0.0030431786862654686,34022,88.73982007311939
284,2021-04-21,1793.1,1779.1,1798.4,1776.6,0.0083,2021-04-21,82,82,274.0,93.7956204379562,0.03271324079940108,34104,88.95238123458567
285,2021-04-28,1773.9,1776.4,1782.7,1761.8,-0.0028,2021-04-28,91,91,418.0,92.34449760765553,-0.01070771289944783,34195,90.28856627195917
286,2021-05-05,1785.3,1779.9,1788.0,1775.5,0.0047,2021-05-05,88,88,212.0,81.60377358490565,0.006426517842042845,34283,88.51767678408854
287,2021-05-12,1823.7,1838.5,1844.5,1815.1,-0.0072,2021-05-12,130,130,276.0,90.57971014492752,0.021508990085699953,34413,89.26359888311913
288,2021-05-19,1882.3,1872.2,1891.9,1853.9,0.0071,2021-05-19,69,69,391.0,91.56010230179028,0.03213247792948404,34482,89.51743039283971
289,2021-05-26,1902.3,1900.5,1914.0,1891.9,0.0017,2021-05-26,139,139,383.0,94.51697127937337,0.01062529883652985,34621,90.67942932940673
290,2021-06-02,1909.9,1903.0,1911.8,1896.4,0.0026,2021-06-02,152,152,316.0,87.34177215189874,0.003995163749145769,34773,90.24892107264388
291,2021-06-09,1895.5,1894.4,1901.7,1889.3,0.0006,2021-06-09,78,78,367.0,95.36784741144416,-0.007539661762395955,34851,90.47352492599933
292,2021-06-16,1861.4,1861.0,1866.0,1804.4,0.0027,2021-06-16,120,120,206.0,75.72815533980582,-0.017989976259562113,34971,88.09976174487792
293,2021-06-23,1783.4,1779.1,1795.6,1773.1,0.0034,2021-06-23,75,75,233.0,81.11587982832617,-0.04190394326850755,35046,88.03006263679515
294,2021-07-01,1777.6,1777.5,1782.8,1769.1,0.0029,2021-07-01,67,67,374.0,88.50267379679144,-0.0032522148704722253,35113,87.73334315849
295,2021-07-07,1803.0,1797.1,1808.9,1797.1,0.0045,2021-07-07,89,89,271.0,91.5129151291513,0.014288928892889352,35202,87.72660213382729
296,2021-07-14,1825.9,1806.7,1831.8,1806.0,0.0083,2021-07-14,126,126,342.0,89.47368421052632,0.012701053799223594,35328,87.00613255256341
297,2021-07-21,1804.4,1811.2,1814.4,1796.0,-0.0044,2021-07-21,147,147,199.0,74.37185929648241,-0.011775015061065819,35475,85.1532878589325
298,2021-07-28,1800.8,1800.2,1810.0,1792.8,-0.0001,2021-07-28,169,169,255.0,91.76470588235294,-0.0019951230325870872,35644,84.63855335477662
299,2021-08-04,1812.2,1810.8,1833.4,1806.1,0.0003,2021-08-04,67,67,333.0,89.7897897897898,0.0063305197689915715,35711,86.64735827620291
300,2021-08-11,1751.2,1728.1,1754.4,1724.3,0.0124,2021-08-11,121,121,269.0,89.59107806691449,-0.03366074384725748,35832,87.85810088171552
301,2021-08-18,1782.3,1785.9,1793.1,1777.0,-0.0019,2021-08-18,108,108,375.0,89.60000000000001,0.01775925079945173,35940,88.01486176788818
302,2021-08-25,1788.8,1802.6,1802.7,1781.9,-0.0097,2021-08-25,130,130,393.0,95.41984732824427,0.003646973012399801,36070,88.57299493918718
303,2021-09-01,1814.9,1817.1,1817.4,1809.7,-0.0011,2021-09-01,131,131,395.0,85.56962025316456,0.014590787119856952,36201,88.01527151670692
304,2021-09-08,1792.4,1799.0,1799.0,1785.0,-0.0028,2021-09-08,97,97,414.0,93.23671497584542,-0.012397377265965015,36298,90.71025089947307
305,2021-09-15,1793.7,1804.1,1804.1,1792.0,-0.0069,2021-09-15,126,126,378.0,89.68253968253968,0.0007252845347021086,36424,90.41279858521405
306,2021-09-22,1777.9,1772.6,1784.5,1765.0,0.0003,2021-09-22,170,170,322.0,92.85714285714286,-0.008808607905446797,36594,90.85099188055018
307,2021-09-29,1722.9,1734.0,1746.0,1721.1,-0.0081,2021-09-29,154,154,397.0,88.41309823677582,-0.03093537319309292,36748,90.68270904767324
308,2021-10-06,1761.8,1760.5,1765.9,1745.4,0.0005,2021-10-06,165,165,263.0,79.46768060836501,0.02257821115560965,36913,89.23523484886823
309,2021-10-13,1794.7,1760.4,1797.4,1757.9,0.0201,2021-10-13,123,123,249.0,88.1661572659072,0.018674083323873436,37036,88.19899341139151
310,2021-10-20,1784.9,1769.4,1789.6,1767.1,0.0081,2021-10-20,107,107,341.0,95.01466275659824,-0.005460522650025057,37143,89.54828519759633
311,2021-10-27,1798.8,1795.0,1801.0,1784.3,0.003,2021-10-27,137,137,198.0,75.25252525252525,0.007787551123312086,37280,86.979115237122
312,2021-11-03,1765.1,1777.0,1777.3,1762.3,-0.0142,2021-11-03,107,107,307.0,84.36482084690554,-0.018734712030242462,37387,86.21944111774569
313,2021-11-10,1849.5,1827.8,1869.8,1827.8,0.0096,2021-11-10,127,127,414.0,87.92270531400966,0.0478159877627331,37514,85.51452146872667
314,2021-11-17,1871.5,1852.7,1871.1,1852.7,0.0087,2021-11-17,97,97,249.0,79.91967871485943,0.01189510678561767,37611,84.30117582273863
315,2021-11-24,1785.6,1793.4,1797.0,1779.2,0.0003,2021-11-24,154,154,307.0,89.90228013029315,-0.04589901148811115,37765,85.79183289729978
316,2021-12-01,1784.3,1777.4,1795.7,1773.7,0.0044,2021-12-01,160,160,256.0,83.59375,-0.0007280465949820458,37925,85.13863185931304
317,2021-12-08,1785.5,1785.1,1794.3,1780.1,0.0004,2021-12-08,128,128,216.0,78.70370370370371,0.0006725326458556502,38053,82.80849485175668
318,2021-12-15,1764.5,1771.9,1781.3,1753.0,-0.0044,2021-12-15,91,91,371.0,84.09703504043127,-0.011761411369364372,38144,84.07199625002896
319,2021-12-22,1802.2,1789.4,1806.3,1785.8,0.0075,2021-12-22,76,76,400.0,92.25,0.02136582601303494,38220,85.19845041475673
320,2021-12-29,1805.8,1806.6,1808.0,1789.1,-0.0028,2021-12-29,121,121,316.0,92.72151898734175,0.001997558539562627,38341,85.88399522523275
321,2022-01-05,1826.6,1821.9,1831.5,1811.6,0.0059,2022-01-05,173,173,377.0,81.16710875331566,0.011518440580352118,38514,86.0621995164408
322,2022-01-12,1829.1,1822.5,1828.9,1817.7,0.0048,2022-01-12,141,141,503.0,83.30019880715706,0.0013686630898936958,38655,85.11904504170705
323,2022-01-19,1844.7,1814.0,1845.1,1811.2,0.0169,2022-01-19,108,108,257.0,71.20622568093385,0.008528784648187626,38763,83.3493987104119
324,2022-01-26,1831.0,1849.4,1851.6,1816.0,-0.0125,2022-01-26,158,158,596.0,91.2751677852349,-0.007426681845286498,38921,85.14532215063063
325,2022-02-02,1810.3,1800.8,1812.0,1794.6,0.0049,2022-02-02,75,75,556.0,90.64748201438849,-0.011305297651556523,38996,86.08110028976739
326,2022-02-09,1836.6,1827.0,1837.1,1825.5,0.0048,2022-02-09,68,68,600.0,88.0,0.014527978788046125,39064,85.47395743262453
327,2022-02-16,1871.5,1855.5,1874.6,1851.8,0.0082,2022-02-16,148,148,267.0,76.02996254681648,0.019002504628117256,39212,83.08944936969236
328,2022-02-23,1910.4,1901.2,1912.9,1891.1,0.0016,2022-02-23,111,111,365.0,82.46575342465754,0.020785466203580016,39323,83.2749700370269
329,2022-03-02,1924.6,1947.2,1951.1,1922.9,-0.0106,2022-03-02,75,75,405.0,86.17283950617283,0.007432998324957918,39398,83.68534727974345
330,2022-03-09,1990.7,2054.8,2071.0,1984.3,-0.0272,2022-03-09,172,172,438.0,85.84474885844749,0.034344798919256014,39570,85.77656487653111
331,2022-03-16,1911.9,1922.7,1932.7,1898.6,-0.0107,2022-03-16,122,122,448.0,85.71428571428571,-0.039584065906465016,39692,84.9821531521098
332,2022-03-23,1940.2,1924.0,1950.8,1920.5,0.0082,2022-03-23,80,80,289.0,79.23875432525952,0.014802029394842764,39772,83.35233491080565
333,2022-03-30,1939.0,1924.0,1943.4,1920.1,0.0124,2022-03-30,173,173,406.0,90.19715224534502,-0.0006184929388722837,39945,83.6662138029978
334,2022-04-06,1923.1,1927.6,1937.6,1916.2,-0.0023,2022-04-06,71,71,616.0,86.68831168831169,-0.008200103145951543,40016,85.18883510892569
335,2022-04-13,1984.7,1970.5,1985.8,1966.3,0.0044,2022-04-13,126,126,327.0,80.1223241590214,0.03203161562061263,40142,84.8540594995491
336,2022-04-20,1955.6,1952.7,1960.9,1941.0,-0.0017,2022-04-20,153,153,248.0,73.38709677419355,-0.014662165566584395,40295,83.02752482355206
337,2022-04-27,1888.7,1907.4,1908.1,1881.6,-0.0081,2022-04-27,160,160,551.0,88.38475499092559,-0.034209449785232104,40455,83.39038284247749
338,2022-05-04,1872.1,1871.9,1889.2,1866.1,-0.001,2022-05-04,109,109,654.0,89.14373088685015,-0.008789114205538295,40564,83.88030358141528
339,2022-05-11,1857.1,1841.5,1858.4,1837.4,0.0069,2022-05-11,82,82,243.0,82.71604938271605,-0.008012392500400645,40646,84.37706001819478
340,2022-05-18,1819.0,1816.2,1825.1,1808.9,-0.0016,2022-05-18,148,148,370.0,86.21621621621621,-0.020515858058262837,40794,83.80835487117638
341,2022-05-25,1849.2,1867.6,1869.0,1843.0,-0.0103,2022-05-25,76,76,249.0,88.1661572659072,0.01660252886201219,40870,84.01947566797573
342,2022-06-01,1848.7,1840.0,1853.0,1830.2,0.0002,2022-06-01,148,148,445.0,90.3370786516854,-0.0002703871944624847,41018,85.47872630978488
343,2022-06-08,1856.5,1855.0,1862.4,1846.6,0.0024,2022-06-08,164,164,512.0,85.3515625,0.004219181046140497,41182,87.1879356991858
344,2022-06-15,1819.6,1809.7,1845.4,1808.4,0.0034,2022-06-15,166,166,550.0,91.63636363636364,-0.01987611096148667,41348,87.65245121996267
345,2022-06-22,1838.4,1834.9,1850.3,1824.5,-0.0002,2022-06-22,96,96,452.0,86.50442477876106,0.010331941085953034,41444,87.27540749023565
346,2022-06-29,1822.0,1822.0,1822.0,1822.0,0.0004,2022-06-29,133,133,329.0,79.63525835866263,-0.00892080069625767,41577,86.83529448679944
347,2022-09-04,1718.65,1723.6,1723.75,1718.65,0.0006,2022-09-04,153,153,619.0,89.82229402261711,-0.056723380900109754,41730,87.35044845914244
348,2022-11-03,1630.9,1639.1,1643.2,1618.3,-0.0116,2022-11-03,72,72,375.0,80.80000000000001,-0.05105751607366249,41802,86.29814027829855
349,2022-11-10,1753.7,1709.7,1760.6,1705.5,0.0233,2022-11-10,75,75,625.0,90.24,0.07529584891777552,41877,86.28427189948636
350,2022-11-17,1763.0,1777.0,1777.6,1756.6,-0.0072,2022-11-17,119,119,631.0,91.283676703645,0.005303073501739197,41996,87.13171678572135
351,2022-11-24,1755.35,1753.05,1758.95,1752.55,0.0056,2022-11-24,161,161,275.0,75.63636363636364,-0.004339194554736303,42157,84.84600250000707
